Element ,bubble sort,insertion sort,selection sort,quicksort,merge sort
25540,752125647,73151136,176741678,1656358,3174684
25560,762566318,68827286,180876075,1648216,2761739
25580,767662445,69836198,176826641,1687682,2763133
25600,755054831,68840218,176490334,1661316,2795987
25620,770228666,72997021,179531335,1679974,2777557
25640,790122116,72998674,186962644,1652728,3405436
25660,870621469,73812969,181759905,1676890,2820615
25680,802278434,81003116,195858699,1997903,3055343
25700,807246125,91583147,206584574,1652760,2794624
25720,764341277,70782398,180286229,1634767,2794057
25740,780193157,69567809,181319719,1709393,3263273
25760,768004072,69934285,186002610,1905450,4262294
25780,808054147,71024752,182325796,1657660,2813282
25800,831867018,85483406,184317601,1701634,3561590
25820,799982917,70398703,191599762,1956274,3144272
25840,796591882,70225395,184946076,1697487,2797053
25860,772897754,70893176,181018888,1677884,2869955
25880,777116339,70160159,181800000,1703045,2801877
25900,773919804,70836441,181582783,1703637,2813249
25920,775205572,70029526,180650043,1680036,2846099
25940,803078167,73298048,199560866,1692543,3263999
25960,778599476,72606570,181982139,1698269,2953298
25980,775551931,74730791,183361114,1704168,2823647
26000,785326071,71417440,182843427,1671135,2829238
26020,783878678,71326515,183057296,1674244,2891112
26040,786185585,71764907,184296522,1690263,2827790
26060,787049555,71565659,183976977,1703109,2842458
26080,788879382,71862323,185450177,1697384,2833025
26100,787155110,71640361,183871819,1691520,2853739
26120,793922224,71726248,185088274,1738985,2833745
26140,784227910,72278993,184373258,1673941,3371968
26160,787335281,71631030,184916770,1678703,2831726
26180,788982686,72166049,185645627,1724993,2833267
26200,793792397,72102514,185464795,1696739,2842134
26220,792982166,72436878,185921573,1711644,2840258
26240,796122823,72093168,188457080,1689182,2844975
26260,799253839,74298255,186701503,1730925,2878586
26280,798478406,72331562,188353120,1690294,2846188
26300,798537459,73153465,186570033,1706600,2850384
26320,807005129,75000440,188314915,1691761,2856567
26340,802282663,73528559,188567797,1736518,2856400
26360,806586238,72850131,186798517,1698831,2861054
26380,800408846,72726266,189819157,1676393,2862474
26400,803826623,73300905,188097421,1699439,2860628
26420,810512059,74020066,187877498,1727640,2867279
26440,808208602,74110429,190309000,1722683,2886306
26460,806858424,73988619,189587103,1731687,2874561
26480,808747593,74205329,189100303,1724812,2864001
26500,812131983,74895505,189967618,1707719,2874640
26520,820505502,74165889,189723020,1683566,3286439
26540,813686346,75487408,190555293,1703267,2902409
26560,812106479,75761112,190472115,1720709,2878963
26580,817552634,74805633,190356313,1731208,2876621
26600,815424414,73170729,192112178,1707338,2888198
26620,817156763,74452005,191015697,1730319,2869948
26640,822277999,74982558,191146304,1706553,2888001
26660,821713123,75507121,192110759,1746703,2955080
26680,820783708,76690044,194036159,1771574,2921704
26700,819842302,74530680,192686812,1736155,2931170
26720,828939398,74919849,193345879,1733703,3361752
26740,827827525,78961035,193713329,1731514,2961624
26760,825551524,76201451,193965776,1767328,2928724
26780,829724107,76809846,194989864,1714912,2922848
26800,830399867,76205331,196437259,1705330,2912786
26820,829506798,78351978,194310734,1724408,2923963
26840,835855254,75495437,194324409,1751913,2955563
26860,841874241,75671957,195736799,1737441,2948778
26880,834761147,78093988,195111712,1760540,2953833
26900,838154163,77510299,197942387,1772755,3438026
26920,838102451,76458507,196964270,1755973,2929042
26940,838396446,75959099,195727769,1740427,2936926
26960,843665555,76645684,196725929,1795440,2955636
26980,840076360,76146673,198546041,1732959,2971304
27000,841642379,79022855,199008067,1775843,2944269
27020,841628690,77308401,199202478,1769552,2942084
27040,846820301,79262626,197864484,1774930,2976742
27060,846333365,78200690,198361820,1734137,2950812
27080,847673036,76933127,197943786,1745523,2951321
27100,848191704,76900986,197845269,1822108,2950491
27120,850890567,77367515,201199084,1783761,2986846
27140,846984709,76727923,199558859,1788968,2958542
27160,852513382,78150067,198923029,1763995,2958696
27180,857432192,78899700,200132455,1764310,2967559
27200,857257996,77820117,199106721,1780074,3016100
27220,853887161,77956464,199920177,1773162,2985807
27240,860720442,79913401,199363087,1800878,2975606
27260,858388875,79595945,201926027,1791516,3010162
27280,861372919,77518738,201462001,1753483,3417503
27300,863713440,78470710,202211225,1786493,2987027
27320,869872626,78533641,202026089,1774080,3031662
27340,865125639,79590369,202048379,1806826,3048735
27360,865421984,79206583,202274946,1772385,3026505
27380,870341992,79471343,204469864,1774988,3006202
27400,864844379,78473730,202786687,1772972,3014648
27420,870323555,78931578,204751322,1784149,3013546
27440,869183091,79261704,202976834,1773255,3017891
27460,875612539,79582886,205313982,1762568,3431433
27480,879594389,79947770,204325179,1848718,3093240
27500,882544049,81186038,205049340,1802420,3118480
27520,874909010,80679130,204352406,1777347,3024590
27540,873738017,79753864,204895784,1765672,3019738
27560,883906631,81696081,209144538,1787041,3047164
27580,882899999,80462501,205306037,1796400,3103205
27600,896194514,86026280,217000482,1797114,3587016
27620,913124620,83331605,208463383,1802117,3066230
27640,880389422,80457302,208578477,1800710,3096501
27660,913327794,84002879,207579552,1788800,3040130
27680,891461810,85135520,209060641,1793158,3051381
27700,891244641,81175392,208383047,1799398,3069536
27720,887787296,80730403,207730098,1813898,3050814
27740,885350489,80652382,209995686,1806410,3051529
27760,889201650,80759797,209915446,1823298,3120382
27780,898925480,81087692,208835878,1823719,3062963
27800,899943219,81554632,209187314,1752706,3047750
27820,896023960,81524177,211283909,2079538,3348910
27840,895248533,81631891,209081028,1820014,3058715
27860,902512292,81488000,209498458,1827216,3088730
27880,896022022,83921976,211473298,1796457,3076443
27900,908462077,81899667,209160048,1843349,3060211
27920,905134168,83236726,210600263,1849849,3069412
27940,931931917,125743158,223608450,1815037,3073843
27960,943415788,88513181,219512064,1821128,3371973
27980,958653750,88726207,248639893,1881988,3163649
28000,991613368,82099579,211139407,1865142,3448763
28020,912180559,82142524,212644505,1818578,3536227
28040,912347181,82956944,212043441,1825468,3065474
28060,909719345,81800233,213356363,1808358,3109071
28080,913975163,84070614,215022494,1853285,3079460
28100,917982278,83523098,213973919,1823741,3091188
28120,918549439,85005747,212801620,1818416,3155920
28140,926813650,83266841,213554274,1931157,3278757
28160,918528481,84807360,214286595,1833742,3084055
28180,924537985,84789310,219427393,1847777,3101676
28200,926580024,83710834,217831342,1866831,3559748
28220,925920821,83953587,216580192,1830047,3129610
28240,925823237,84091817,217520435,1881371,3089932
28260,922500294,83811538,216364102,1838879,3101388
28280,928079392,83414880,218204215,1841199,3099708
28300,926600922,84130837,218629811,1881826,3104455
28320,929358907,86240029,217913293,1854576,3248653
28340,929515235,86132288,217404193,1833248,3132567
28360,931062959,84439238,220140537,1870993,3119909
28380,930712250,86621346,219480136,1839558,3588045
28400,936677771,86416062,218227101,1808416,3100835
28420,934360430,85365262,218238843,1822369,3110280
28440,940037463,84211487,220053837,1855802,3109802
28460,949316198,85756069,221464472,1894555,3218024
28480,938622793,84927822,219046315,1894804,3111023
28500,942747820,86174434,219894297,1836749,3116365
28520,942178312,85572359,220536163,2025521,3123570
28540,944466820,86745295,221101429,1867802,3126808
28560,945749861,85348240,221284680,1914622,3116212
28580,949618475,86701082,221007120,1866393,3129978
28600,956783703,87748605,221641787,1876420,3172842
28620,949571718,90032081,221439193,1832785,3132025
28640,945976972,87489964,224056359,1890604,3127020
28660,952141443,87268464,221083901,1867337,3149152
28680,955832438,86307031,223750044,1902919,3156605
28700,954682664,86706360,225056806,1888984,3150480
28720,955591736,86344297,224047738,1886701,3140513
28740,1023191345,92229497,231967899,1908806,3880073
28760,1050404501,86252898,224203700,1893607,3188928
28780,988899477,88038876,230367954,1915049,3147371
28800,961302102,87151598,223934285,1882354,3157677
28820,963048771,87256359,226305160,1901622,3161151
28840,969596149,87449651,226112747,1885577,3171524
28860,963079397,89954292,225026186,1891558,3154489
28880,969904159,87582625,227572339,1872522,3175330
28900,965050052,88273671,225620712,1879778,3600752
28920,967363731,89362564,225489250,1879315,3174069
28940,975020929,90681212,225597737,1889390,3179860
28960,975843255,88372854,228680259,1908328,3180559
28980,977610501,88695811,229043748,1894172,3178357
29000,972225538,88908831,228035198,1896410,3185548
29020,978506246,90014546,226900302,1893898,3234991
29040,979525244,90003180,226832747,1885052,3201745
29060,982429342,89932460,229192877,1896772,3197211
29080,981005805,89960039,228729521,1905392,3731905
29100,975523159,89434948,228490622,1937591,3197189
29120,981446915,88733205,231164275,1877435,3193250
29140,988083777,89367061,231424547,1924347,3909395
29160,987053975,89003666,231435769,1889870,3199075
29180,984365638,89312362,229390207,1905664,3205815
29200,986792749,89241828,230011303,1978069,3215593
29220,985097331,89100911,229865612,1876024,3221647
29240,986394827,89336887,231623953,1891000,3221671
29260,991297698,90911918,229920903,1924484,3636682
29280,995357937,90630058,232448393,1910759,3214602
29300,997999876,91229116,231693173,1913812,3215088
29320,992676608,89762732,231584924,1911327,3208751
29340,997846359,91215730,232302815,1923450,3250800
29360,997542441,91262184,232844345,1925028,3230439
29380,1001328339,90838257,232844809,1901176,3270220
29400,1001110171,90817466,233449186,1900103,3236983
29420,1001751716,91065814,235000933,1917430,3252937
29440,1003429947,93160506,234928802,2065027,3268650
29460,1013022146,91321644,234103652,1915332,3239850
29480,1006714147,92459662,235172495,1917132,3248378
29500,1010956373,91784890,234649066,1941678,3251958
29520,1007724986,92728006,235072907,1894244,3255925
29540,1009101603,91613072,236806079,1942572,3244374
29560,1010273508,91391698,236104184,1935139,3249675
29580,1008339894,93913157,239821249,1906235,3315171
29600,1020569252,92863158,236846409,1963563,3705076
29620,1015828660,91969821,237198680,1939873,3256616
29640,1014055174,91905899,238885887,1946567,3260479
29660,1018071763,92489124,236569017,1973264,3268793
29680,1023228657,92637992,238514200,1937764,3259818
29700,1025125882,93946666,237586558,1951205,3269351
29720,1015067277,91952563,237434284,1955096,3282052
29740,1028761244,92525754,241888286,1960159,3276555
29760,1026814728,98112520,240063496,1986856,3272896
29780,1028836032,93782640,238869112,1959847,3269162
29800,1026708610,93623527,241287119,1952280,3348624
29820,1031406807,93810636,239246970,1989161,3291166
29840,1033678850,93525654,240754920,1935508,3309229
29860,1030811007,96093461,241474085,1952945,3288192
29880,1029974897,95318223,243289229,1929290,3296875
29900,1060978697,98179212,297578527,1956792,3301000
29920,1042429214,94781362,242366062,1966250,3352708
29940,1066328954,95184560,242476338,1983718,3721425
29960,1047145293,94430495,243115555,1982427,3336985
29980,1050494549,94526506,243621758,1963045,3401406
30000,1067992229,96737958,249774122,1938123,3333875
30020,1127425298,94560323,242401926,1975570,3306799
30040,1048917114,94600426,242862068,1974345,3304132
30060,1051828360,96404290,243545315,1953202,3307012
30080,1049182344,94980222,247630510,2081769,3317618
30100,1050402171,95655859,245572392,1999303,3316119
30120,1050432063,94526581,249231440,1970679,3312460
30140,1046464849,95385601,247921052,1990537,3348154
30160,1055135134,97078614,246639170,1969241,3322349
30180,1056475242,94821207,248030178,1983757,3330151
30200,1056798254,95432699,246113601,1949445,3316201
30220,1061034560,96905539,245543137,2016267,3323058
30240,1059013449,98051868,262377460,1948961,3324141
30260,1065313437,99081066,250398271,1980307,3323359
30280,1071724502,97226026,247937138,1968529,3869444
30300,1067998453,96319783,248270893,1972301,3328468
30320,1064418344,96382599,247627207,1980021,3372244
30340,1066472105,96996644,248947432,2014503,3340851
30360,1064959227,97414951,248030317,2018604,3346875
30380,1069637482,96658936,248822662,2011604,3391654
30400,1069224793,97119105,250815385,2006358,3346535
30420,1070622022,98046024,250942800,1977936,3424676
30440,1073780100,97940190,249513675,2004973,3819064
30460,1074874402,99136539,252650719,1991633,3407519
30480,1078245140,97613703,252374238,2030159,3414273
30500,1080080020,96993584,250130484,1966015,3350209
30520,1080395093,97797981,252236572,1997971,3354829
30540,1085106115,97920700,258021086,2053615,3948909
30560,1096098051,99800194,252818232,2003624,3359052
30580,1087688064,98232577,251104036,2033752,3365668
30600,1088546293,98488956,253261774,2005527,3358130
30620,1086908385,98429404,253167787,2006179,3366424
30640,1094315423,99255873,253961028,2039119,3366247
30660,1086171729,97933744,253352640,2032469,3364163
30680,1092448990,99254853,254937707,2083632,3365316
30700,1099512138,100217474,254860484,2049800,3388727
30720,1099692053,99303507,253941668,2012407,3366894
30740,1092501744,99561824,254372726,2010987,3377892
30760,1099930140,99993140,255814403,2003844,3381848
30780,1095250606,102246035,256024991,2024008,3840217
30800,1102821709,101322269,256332456,1994996,3387809
30820,1105486779,99594735,258215982,2003533,3384350
30840,1104430861,101852416,256754336,2006103,3384467
30860,1117349876,116397911,271276613,2014331,3390832
30880,1158911836,114241413,268149337,2587996,3493375
30900,1214835591,107268907,264611291,2064113,3398341
30920,1242685052,160545622,283612902,2545519,3608800
30940,1296327900,102439977,325186910,3086896,6739398
30960,1253356792,102585600,271815455,3530954,6007497
30980,1221352910,110647729,267225450,2073618,3417019
31000,1138482903,101483594,260148296,2037455,3555674
31020,1124694295,103265703,284226627,2044175,3525663
31040,1235136564,104023989,275197379,2064198,3548654
31060,1210152321,160549858,263898081,2061644,3531464
31080,1253691463,108457898,306819171,2504145,4794041
31100,1248554948,186092158,292551241,2060965,4905492
31120,1295440282,103894875,263803107,2047603,3477019
31140,1232164266,106400465,293132619,2043026,3485555
31160,1265416975,128443424,296953060,2543896,3942743
31180,1228438101,103772707,267384305,2073280,3443454
31200,1154595134,102681808,265265747,2062170,3438206
31220,1195096889,105067740,264730250,2054563,3438847
31240,1267699559,115145571,266199684,2034926,3512845
31260,1175845556,108284339,277962106,2106636,4978545
31280,1269011938,114342926,269736143,2136408,3453936
31300,1144532521,102792308,266534136,2044126,3485182
31320,1253479217,117176870,281497070,2085204,3477321
31340,1286218336,104355197,387986487,2071360,3640424
31360,1146055330,103167827,265539638,2031822,3478209
31380,1259493414,239552141,337639888,2118114,3663564
31400,1356037073,115240125,286325107,2079532,4122541
31420,1223904689,117688166,289472936,2226732,3473797
31440,1197647363,107341850,268573018,2056374,3476159
31460,1209151001,106982068,327749865,2201972,3775103
31480,1227683477,109373614,270733730,2093194,3567843
31500,1424268847,118519201,310211990,2147233,4494245
31520,1337293347,107321054,279541092,2050222,3480677
31540,1269209587,107726921,417315203,2079936,3533228
31560,1289419916,106975158,275787172,2489917,4075018
31580,1227624736,106910545,271707769,2048632,3522626
31600,1204768462,106166306,294294833,2322429,4382911
31620,1218385332,107155809,272573629,2078416,3519543
31640,1179352742,109235467,276962299,2473358,3930977
31660,1348114272,119432607,285235420,2103528,3509441
31680,1221015931,107066076,394279015,2682860,5439167
31700,1340481426,131367413,316975757,2180240,3720073
31720,1352330847,143686662,446446188,2445209,4120680
31740,1223360484,117302613,276808754,2079635,3560690
31760,1215971666,161855136,450898028,2530604,4205498
31780,1247784991,109415773,298149820,2141534,3512648
31800,1219688693,108884890,334951415,2640202,3926177
31820,1294821040,113203141,320446037,2198532,3640073
31840,1487716514,107643109,277554835,2078177,3566198
31860,1204472466,105857693,352232744,2598918,8298550
31880,1327218681,109508413,277263897,2400717,3545007
31900,1238420590,107145714,330276034,2368302,4020889
31920,1213989066,110113196,305161093,2582442,5040064
31940,1287128403,110383851,279490112,2117860,3533473
31960,1203897544,107626713,316507370,2252228,3632346
31980,1254214346,175317177,279966201,2224188,3614573
32000,1202122040,117182675,302347871,2072419,4168806
32020,1245902768,108112959,313617634,2437726,5181715
32040,1336028354,108795734,283618440,2110020,3542960
32060,1330016996,138798739,280845627,2106349,3607176
32080,1352933356,113906849,292602214,2214686,3605197
32100,1221301782,109625311,288445550,2120311,3552394
32120,1297723239,192070682,286752318,2131751,3563940
32140,1238420681,132488681,337338115,2107346,3566998
32160,1319411956,112378332,298819185,2685452,5237694
32180,1280616144,110597769,282060760,2123386,3597412
32200,1352942646,111956731,301457251,2145564,3573904
32220,1376799181,116166639,369996101,2637533,3566418
32240,1465620337,144749381,294397599,3214722,4743153
32260,1331569028,109561211,343264325,2153071,3586376
32280,1271295033,123428754,304303800,2122388,3632362
32300,1330813542,116954076,285821303,2115077,3614384
32320,1222952340,109196682,285258625,2153942,3625330
32340,1318642085,112632592,332653604,2121175,3591229
32360,1277577883,111527300,391446974,2129595,3580363
32380,1302220330,111167492,283786605,2615122,6667107
32400,1314270023,135015664,309012080,2510651,5132713
32420,1298420702,113247959,309779580,2146278,3771143
32440,1348885777,112870511,401742570,2331169,4041285
32460,1321398174,118285587,296252083,6163077,10200894
32480,1329458878,111663144,363600748,2168979,3673562
32500,1262675541,123564346,303539755,2159337,3611616
32520,1441940639,112826056,289883211,2151528,3614160
32540,1235159466,112345903,297522640,2286374,4097919
32560,1339050217,111456291,293806070,2150550,3600521
32580,1333350616,112844735,291861576,2167946,3596753
32600,1384650231,112771221,339100363,2183422,3634989
32620,1309965048,136307357,327258541,2321473,4421403
32640,1354602448,114349025,314042099,2387172,4926985
32660,1336070150,112144534,383329275,2138820,3604086
32680,1282848995,120393100,312337833,2111195,4322065
32700,1341143554,120469217,294099435,2174177,4342863
32720,1348490931,116015549,345637433,5016816,6138027
32740,1331892163,113193553,321159823,2103639,3620024
32760,1294960896,113666976,334968775,2215953,3658688
32780,1269617017,113852186,291492198,2161273,3626135
32800,1267756960,116237310,306836325,2607734,3803368
32820,1264245665,115491954,307751067,2168817,4272546
32840,1339865576,117563980,326269337,2163413,3756926
32860,1321026178,116646476,299898703,2108430,4096163
32880,1317440474,114925231,295802975,2173383,3707133
32900,1308626501,126930021,317903107,2172125,3678295
32920,1355412115,137547920,344412504,2177068,3650737
32940,1333093549,125863108,305405677,2197970,3652123
32960,1315159658,123853105,299487986,2143038,3669342
32980,1368524176,169446167,324328791,2459945,3956598
33000,1370094926,138107466,305383220,2208650,3684711
33020,1304984193,113604505,297693397,2169011,3673824
33040,1379194131,114869446,318538072,2292080,3707471
33060,1326589575,116904422,296417315,2248582,3725349
33080,1293893665,115625765,305526385,2259770,4113529
33100,1357570647,182125156,301221331,2129086,3688437
33120,1319898802,119490250,327157003,3326951,5505578
33140,1399927312,127201047,302509511,2185868,3728872
33160,1349572473,125890283,326890802,2212862,4864364
33180,1337474121,126394637,302485583,2195030,3703244
33200,1312867926,118637855,298845277,2180603,3738762
33220,1288881605,118362983,365726940,2230308,3756134
33240,1382372612,124456385,305828601,2210575,3706844
33260,1354871936,117265380,301331635,2197300,3699830
33280,1294895104,117345759,301703657,2202033,3690483
33300,1341111590,127218079,303685913,2173470,3701791
33320,1324391685,117533710,298763193,2208506,4747983
33340,1351096916,127667600,313828079,2206238,3709085
33360,1349946595,117347500,335145957,2217747,3741042
33380,1344842672,176267680,306219833,2219688,3811876
33400,1315364564,117424462,304632417,2205617,3766760
33420,1306585688,117807910,303815672,2194789,3726299
33440,1310590269,119971810,303061585,2194089,3720381
33460,1314904759,121836242,304843654,2211352,3732542
33480,1311911005,117518899,304156196,2214161,3742082
33500,1315964550,117479807,304391222,2193101,3734649
33520,1320199243,118995245,302932335,2220147,3739529
33540,1378933404,120423822,313257693,2749740,5086965
33560,1385404724,121800515,306002582,2217631,3746379
33580,1314798850,119480692,305505335,2294028,3751750
33600,1318053595,120042300,307289350,2232651,4677921
33620,1315310359,120683535,307125845,2199791,4269898
33640,1314458151,120664271,306055550,2228506,3750917
33660,1328647857,120502919,306876570,2234167,3749932
33680,1323783044,119916478,305343280,2251982,3782327
33700,1330401792,119317064,307371745,2238333,3819189
33720,1329839759,119492203,332750270,2442891,5148738
33740,1371122557,129721933,320821069,2280471,3745880
33760,1400553093,135291870,315392280,2925595,5078436
33780,1416684745,122928158,335316230,2445754,4258681
33800,1423573536,122011531,324616539,2677176,5775277
33820,1364848144,120803403,314097003,2215099,3780720
33840,1378726954,123636431,339205912,2249008,4631713
33860,1367109439,121627067,314981428,2207608,3788644
33880,1403362206,135064395,327696679,2318130,3800233
33900,1479305787,120722771,326701656,2237914,3792723
33920,1478194784,122794424,315724901,2214445,5941200
33940,1352187768,198362601,325397543,2248592,3819750
33960,1408233042,119765488,311970874,2345111,3874763
33980,1391266167,123675335,372173155,2256495,3911441
34000,1372512006,175852774,373727868,2270106,3828327
34020,1426315814,125692990,351855283,2725898,5544287
34040,1402873469,122773861,364551860,2283014,3809681
34060,1388265130,124732144,419214652,2302720,3925887
34080,1374347879,121888912,313684235,2284400,3785927
34100,1400754622,133357410,319660146,2235586,3827344
34120,1500284085,135763391,368489079,2367017,4594708
34140,1420642608,149205960,321136629,2254166,3848884
34160,1425963161,127355608,357027037,2247786,4085304
34180,1457482460,124187805,320439423,2271504,5900659
34200,1405650059,122634488,318554721,2289374,3823022
34220,1463998410,127075814,332798346,2328247,4784405
34240,1511564322,124544703,382888202,2799206,5746415
34260,1504365567,127742033,335962368,2346590,3839255
34280,1447585322,125221301,372272732,2793461,6551176
34300,1432736081,143534524,328338769,2243079,3824515
34320,1390504528,126511834,343956024,2631080,4486583
34340,1417539003,129169121,357872359,2220827,4567224
34360,1461605514,127569780,334358392,2386588,4360138
34380,1388626407,124305888,320829233,2289233,3818272
34400,1432487203,138028582,336194569,2283222,3913004
34420,1439996684,124693339,320371669,2233237,3827637
34440,1504648820,127205028,525341772,2419481,3949830
34460,1505486191,131601112,336976577,2298026,4237369
34480,1455117408,248155511,332713836,2279664,3954780
34500,1450182418,132176369,361058681,4691093,5557348
34520,1505925503,131798197,371382621,2334657,4304026
34540,1493789215,127959008,325308159,2418476,4041243
34560,1396992664,128473946,324804755,2310527,4441161
34580,1401763855,127480199,324884068,2563876,3887977
34600,1412976172,126729321,382342250,3090513,7724496
34620,1525259531,126403534,345198162,2364075,3849800
34640,1552665242,134348851,329510127,2336427,3850228
34660,1585929459,137663231,325334700,2340243,4314188
34680,1405563315,129986111,325725814,2357417,3855093
34700,1413928851,129264371,329163899,2310177,3905252
34720,1405694017,129096297,328413575,2327547,3925758
34740,1411922422,129056155,330432952,2324186,3948643
34760,1413080781,128693984,329715990,2249812,3908521
34780,1419267296,129884797,329823838,2315322,3875665
34800,1419870278,127497369,329742179,2291706,4290485
34820,1419552499,127680801,327762694,2417881,3865604
34840,1416677600,134014583,333198073,2300472,3943579
34860,1419147903,129690571,327792679,2254004,3921112
34880,1416660677,130519980,329370838,2262256,3876454
34900,1424984700,133584207,371144073,2262373,4634307
34920,1535795402,128488102,330643881,2311117,3982743
34940,1431852684,128489272,330870720,2295055,3897704
34960,1428978691,127962371,329305074,2281788,3930391
34980,1425023428,130077072,331813546,2295678,3904154
35000,1429916225,127947361,330220897,2276946,3910250
35020,1425481967,128865117,331594474,2329368,3899676
35040,1428460470,128068555,331973544,2333786,3918738
35060,1432175972,129703094,331553969,2304769,3905617
35080,1441617269,132859987,333967442,2311909,3917407
35100,1427824560,129054626,334445253,2375389,4328688
35120,1443299637,129823029,332835270,2347851,3912437
35140,1443561334,129742431,334010060,2328568,3920690
35160,1440348697,130147280,334449529,2317061,3976609
35180,1431284118,131282507,332235447,2336595,3944363
35200,1448638419,130277844,334942761,2314780,3926075
35220,1444549082,129249545,332583308,2357227,3942489
35240,1503824873,140964986,380895775,2931250,7778641
35260,1827374582,131800557,349641119,2347847,3930628
35280,1453866630,130621692,353310189,2387556,4016779
35300,1587651518,141645771,354106787,2493426,3936532
35320,1606974150,133902670,337269092,2328867,3949084
35340,1574828141,136460213,349953484,2359501,3951359
35360,1584718217,133157886,338951230,2324639,3946986
35380,1466418362,134832897,338771434,2380026,4372608
35400,1526841192,136853825,380528600,3616144,6301693
35420,1633316691,142026730,364105936,2663220,4016399
35440,1596193650,136881502,361371995,2328920,4104325
35460,1567617036,144675553,385323635,2350645,3995475
35480,1666202836,142355332,354997733,2364173,3960655
35500,1562697024,134684256,469331856,3055369,4006967
35520,1557372596,160326684,352939895,2353170,4392297
35540,1591034851,149883518,349135899,2356133,4040877
35560,1551344376,141042697,373040027,2477931,3975877
35580,1530733136,135339995,349235521,2367881,4001716
35600,1579450448,134616462,360497033,2402178,4070145
35620,1536459489,137901578,358555738,2398788,4555928
35640,1587099915,139705625,358480432,2385398,3999576
35660,1598019037,139341518,349743712,2387869,4467388
35680,1608554960,150559440,404030598,3292378,5413195
35700,1601820611,136836649,362085506,3302120,6511935
35720,1653071760,137424175,345684483,2336956,4075094
35740,1498136429,134393840,350683428,2359784,4055782
35760,1489762172,135309445,344852526,2395609,4038555
35780,1499532565,134005369,346839612,2416503,4017331
35800,1496396844,137850285,346385441,2381019,4433529
35820,1493093262,138202051,347006786,2372556,4041383
35840,1504295025,134949073,351133096,2402968,4007083
35860,1604591920,152268094,348556456,2369058,4010405
35880,1577774916,148291952,367397281,2358964,4792021
35900,1609932389,136061556,396737223,2686130,4185879
35920,1651061177,144634781,411325328,2464664,4014749
35940,1522318679,135292990,350814234,2430170,4533313
35960,1672960016,142876359,362201660,2683646,4009939
35980,1569292873,206574801,374204722,2337348,4032776
36000,1631101314,138572383,402059299,2524319,4054471
36020,1627149450,150131313,364650437,2379573,4711179
36040,1601198145,176722170,431462350,2628477,4075665
36060,1667838570,150226860,358939980,2365440,4035238
36080,1589925853,146497888,425584937,3881480,8656609
36100,1730001333,201430307,425769430,2568761,4085121
36120,1668904149,143401848,413061460,2781439,4298582
36140,1738890479,214618979,363003374,2402864,4047171
36160,1618023110,140575881,367358864,2335391,4107288
36180,1568062560,236833744,383188696,2424229,4031266
36200,1557354778,139464416,354279631,2380156,4042446
36220,1541896575,138092269,355818640,2414765,4527374
36240,1574774677,137894112,355626910,2388499,4465640
36260,1546446584,138887508,354842736,2376171,4051461
36280,1603330239,140147187,373654298,2364785,4571268
36300,1612423852,141531137,469731071,3065070,6470461
36320,1619497381,141257301,359563468,2415509,4054123
36340,1546000665,141552349,371316296,2400392,4114941
36360,1572046760,152900652,372475565,2409120,4500394
36380,1573201695,145811349,357909020,2434943,4067507
36400,1617849212,143046880,435819273,2367761,4054041
36420,1711890028,161956723,559909138,2616350,4685123
36440,1619720981,142210657,395066006,2489160,4110083
36460,1652040971,238865937,468319259,2403709,4090863
36480,1985542770,143630831,360782953,2477639,4075241
36500,1580029087,141527765,367475506,2988871,4854699
36520,1633889176,141628487,360427799,2408906,5989507
36540,1567324512,144504453,362827818,2467764,4118233
36560,1569369354,143182064,364584869,2428040,4082527
36580,1646937428,148132101,377970793,2434993,4070487
36600,1748425056,243411093,461263074,2539533,4594450
36620,1716546322,155806207,381502461,2434432,4219314
36640,1609069483,142693140,381916187,2443437,4700669
36660,1647191147,156253166,392786712,2456985,4117108
36680,1681426232,156969522,548703667,2426573,4788223
36700,1599889902,152765361,364736896,2427279,4102850
36720,1600031891,215049955,416417567,2439219,4147820
36740,1658287715,222552388,510939066,2779184,5227029
36760,1778402798,156047077,401338934,2477175,4098625
36780,1670270107,144182043,410470482,2447941,4100424
36800,1779993571,151393878,384058651,2617566,5428913
36820,1824003198,144537196,365843814,2435041,4093609
36840,1660024074,145551580,401374872,2440353,4147123
36860,1730318027,151249611,402291792,2427145,4097793
36880,1721830582,149937810,410645961,2448342,4097161
36900,1620321568,146442669,417497563,2484667,4655382
36920,1658211950,147069711,369203124,2482576,4111215
36940,1592632386,144560718,369883204,2481526,4120738
36960,1613317195,145498444,392137027,2479886,4113528
36980,1698956433,151139957,392487269,2423303,4188249
37000,1742626734,155187263,409597641,2494718,4128669
37020,1701809732,143487253,380398082,2454945,4131183
37040,1647658480,163830051,382201581,2487303,4654764
37060,1745173114,148923083,372195025,2488823,4137470
37080,1612598442,149679036,374065816,2471266,4132927
37100,1611697076,145979419,373888110,2459470,4146321
37120,1612124300,145836267,373447062,2497472,4132466
37140,1613458519,145289932,389623533,3036596,4196222
37160,1679246049,148387950,378091364,3103941,6844418
37180,1681188159,149031551,396129762,2473841,4617292
37200,1650358583,169609963,543960731,2472614,5014782
37220,1776964133,167595696,407532915,2564050,4398555
37240,1714591883,186969047,376962692,2469244,4172118
37260,1623512460,146068873,379066080,2503276,4955637
37280,1673249329,148159855,382496440,2901775,4440182
37300,1928705055,150586646,395200937,3051280,4162665
