Element ,bubble sort,insertion sort,selection sort,quicksort,merge sort
13280,193368338,18567957,47870526,827411,1360838
13300,199329903,18610253,48012561,835994,1357823
13320,197698373,18805149,48433699,813183,1363243
13340,198371890,18704928,50295191,806240,1407636
13360,198039223,18743991,48668481,821039,1369975
13380,196087382,18974123,48582043,831566,1371277
13400,198168449,18900173,50689408,816684,1372991
13420,201233265,19235170,50240366,824726,1372960
13440,199700798,18905587,49642254,834808,1374862
13460,200782748,19075935,50401404,827079,1382762
13480,203322348,19019228,49269421,818301,1380361
13500,202064221,19494663,50127049,821659,1382010
13520,201265333,19138780,49605152,821836,1408860
13540,202485850,19301500,49709402,819721,1384526
13560,202546282,19326550,50448829,840634,1389411
13580,205067688,19299697,50021605,822415,1388769
13600,205603998,19444981,51788610,879553,1390732
13620,206610382,19591106,51336861,848504,1397721
13640,207051242,19814574,51294285,840123,1405045
13660,208957953,20472452,51333275,852982,1397366
13680,207224032,19831597,50875845,847971,1397067
13700,206889137,19624039,50938146,854593,1400307
13720,209070452,20035138,51483703,845332,1402610
13740,209047849,19916537,51183269,856336,1405605
13760,210708517,19820264,52248002,886551,1406696
13780,211051621,20851436,52414660,853082,1466025
13800,211621923,20155734,51643632,836349,1411499
13820,211401420,20193432,52166373,837386,1407498
13840,211036366,20027465,53686257,848697,1410991
13860,211613966,20149100,52223340,852661,1419140
13880,215710219,20271995,53738723,851770,1422451
13900,214547403,20574344,52564877,852270,1417851
13920,215997113,20352838,52958299,846902,1420290
13940,215897012,20452983,53692552,854209,1423859
13960,214243292,20639601,53545697,858771,1430153
13980,218962894,20616476,52980992,840192,1422376
14000,216581316,20659179,53644804,869467,1432679
14020,218156919,20490053,53379486,865661,1464112
14040,217677430,20767063,54892735,862079,1485475
14060,218974413,20823768,53572728,866767,1438140
14080,218679736,21015036,53956648,870002,1461083
14100,220631854,21125553,55877754,866361,1441298
14120,222341821,20943371,54656054,867864,1891315
14140,222098513,21566987,54336017,866467,1446132
14160,223910905,21045052,54435245,857831,1443649
14180,225060353,21103556,54482780,867275,1442697
14200,223233947,21140084,55151415,874390,1445675
14220,223194825,21295344,55706901,870886,1465023
14240,224707891,21526271,55835283,873807,1442719
14260,227205332,21518130,55331446,879629,1450293
14280,226226302,21569855,56034305,866816,1456786
14300,228944937,21603369,56296807,880245,1454973
14320,228591707,21658858,57011138,890110,1475162
14340,229016503,21690924,57253771,879656,1454813
14360,230914729,21707977,56446223,888968,1458932
14380,228915501,21762880,56028210,906247,1459815
14400,230335613,21787978,56400306,888634,1464542
14420,232561222,21767925,56410859,880380,1472016
14440,232998142,22304803,56861815,884469,1471210
14460,235555262,22427555,57234240,891678,1473825
14480,232261919,22239919,58502554,883750,1470372
14500,237471278,22037801,56989998,894762,1475755
14520,233530623,22270526,57246310,886669,1490144
14540,235974596,22439424,57705773,907788,1481851
14560,240277429,22448949,57602417,908514,1939547
14580,236066645,22278207,57723036,905318,1502197
14600,239016539,22170561,57823337,897126,1496296
14620,236921184,22613168,57902990,889984,1495593
14640,240038421,24464796,59090009,903114,1500645
14660,240117590,23404057,58179218,912949,1499618
14680,240688486,22425264,58983740,909972,1509312
14700,240527950,22800988,60364162,913482,1512212
14720,242400048,22704024,59283040,940924,1502377
14740,243875060,22842188,58984649,925378,1511718
14760,244551544,22973487,60476854,915117,1530005
14780,253832025,24658366,63833391,909318,1543495
14800,260191181,23780176,60125073,929307,1511044
14820,246273522,23270206,69587350,905765,1590944
14840,256660479,23603487,62659870,913999,1522576
14860,268234187,24091952,71168902,938172,1524306
14880,254584742,23598466,61869813,1087335,1844845
14900,266305474,24242080,63363198,996582,1520571
14920,269198604,24057039,62319233,931383,1611775
14940,256317744,24278461,78038453,917566,1538170
14960,272072215,24611291,63664833,968390,2018330
14980,263395160,24702131,81868279,921749,1536355
15000,273659740,25508610,64619084,934475,1637913
15020,273031899,31619258,69951105,998887,1877165
15040,262490382,24989102,62436778,962519,1567823
15060,284026898,23840069,62748320,961426,1548964
15080,262965954,24666057,76119941,1002849,2090127
15100,271540234,26112794,65425554,925110,1563841
15120,278568437,25099570,73635787,1147643,1729728
15140,273280814,28507299,67718857,954569,1559393
15160,289761937,30529170,71741436,972053,1620371
15180,272657361,26005233,66216112,961734,1640273
15200,266580222,24947150,66805890,1029683,1640845
15220,279458751,25357352,66502631,1002573,1712404
15240,275573939,29547148,71481677,944326,1664690
15260,308944827,26072795,69905663,1024684,1655081
15280,278602394,42089093,68118297,1226853,1903363
15300,274033464,24610164,63960091,949433,1577669
15320,263280271,24699158,63782831,943661,1569877
15340,265115124,25000697,64586190,933061,1571628
15360,266192121,24615704,65031293,963891,2249513
15380,277558521,24879685,64073693,942242,1579980
15400,265663628,25516586,65625147,953329,1584094
15420,264039595,25028790,64408925,960156,1589051
15440,272265561,25358520,65785996,959834,1586623
15460,266631839,25240865,65391646,961412,1586842
15480,268773784,25046850,65549849,991579,1700041
15500,278196863,25280734,65255013,949833,1595971
15520,270453417,26551997,65207836,963863,1604166
15540,270062156,25227537,66396522,995260,1607413
15560,270321304,25302553,66215077,954714,1601391
15580,273340322,25435435,67420687,961716,1607357
15600,277702322,25577249,67600958,975437,1607616
15620,275312535,26199793,67253645,982069,1605923
15640,272935489,25794413,66137221,988442,1609552
15660,274653117,25554630,66435667,978678,1642811
15680,276093956,25814724,67006918,970046,1609016
15700,275798674,26085052,68575623,994291,1614039
15720,275352732,26351918,66918055,985869,1613567
15740,277986368,26123207,69081545,977287,2109569
15760,279373915,26415093,67206508,992800,1623375
15780,278404719,26119657,68137528,982322,1626362
15800,278588990,26368105,67669920,975136,1622811
15820,283332637,26373300,69204958,1045897,1635668
15840,282732417,26334036,67920211,995452,1623344
15860,279866398,27016554,68756998,967647,1655859
15880,282835360,26636880,68288545,983163,1637430
15900,283931541,27586832,68392740,1001714,1631400
15920,284899863,26603851,68538254,992059,1638229
15940,286863175,27005592,70198761,996042,1642829
15960,286340011,26930705,70241305,989739,1636820
15980,287487395,27017588,69221378,1000115,1643088
16000,288228814,26924659,70537178,981416,1667583
16020,288454082,27316501,71074627,986960,1648279
16040,291957266,28192556,71357581,986764,1651214
16060,289922390,26984319,71426836,1003086,1709785
16080,294536339,27341077,70060584,1005399,1661360
16100,291935387,27220640,71279101,1014147,2020605
16120,292094431,28194167,71563791,998977,1658671
16140,292734739,27349145,71796135,1006411,1657344
16160,293626337,27251108,71570559,1004834,1660052
16180,295940898,27344854,71924289,1014022,1676531
16200,294549031,27460560,72927530,1017573,1670811
16220,294018211,28829547,72935773,1020917,1700915
16240,294993662,27751948,72127575,1025342,2097160
16260,296780161,27946149,72635073,1001322,1666562
16280,299054556,27912139,72852082,1028142,1676955
16300,299010044,27921883,72088447,1020344,1669803
16320,297655278,28802491,72606403,1010953,1677824
16340,299037135,28102709,73064205,1037715,1681066
16360,300803089,28233316,73850237,1025790,1679455
16380,302039023,28129213,74750110,1022285,1692166
16400,303258035,28407387,72904977,1040113,1675887
16420,305811616,29233708,74499952,1017975,1687030
16440,303325157,28156800,74820343,1029432,1720684
16460,305584760,28662473,73969208,1013394,2098124
16480,307776404,28491982,73635822,1027864,1700667
16500,307435639,28844414,73614300,1025787,1762707
16520,306761026,28709641,73777354,1030165,1697965
16540,307459603,29622083,74926975,1035025,1702403
16560,307518901,28872683,74775656,1040577,2039650
16580,310715300,29080178,74338729,1038832,1717254
16600,311223666,28628980,74709038,1026976,1710557
16620,312129364,29042209,75175562,1021627,1752655
16640,310528657,29279104,76199574,1073433,1715550
16660,312623799,29699128,76291034,1062058,1720338
16680,313527742,29012152,77076511,1021494,1730048
16700,315190338,29219158,75555479,1043952,1720174
16720,319149404,29284950,75543901,1027699,1728264
16740,314965614,29437586,75732040,1049785,1788735
16760,316681016,29430939,75904247,1060472,1741433
16780,322802263,30145059,76794785,1042779,2141131
16800,318101209,29685029,77826082,1061930,1736893
16820,320965880,30089958,76614165,1043289,1739635
16840,320246341,29754049,77381433,1064873,1747226
16860,322848055,29802568,76988842,1062960,1748937
16880,321939029,30103373,77468497,1052092,1745952
16900,324022695,30525230,78538392,1045593,1746705
16920,324583828,30271378,78278800,1061633,1752348
16940,322260319,31245686,78771356,1044407,1775370
16960,325076905,29965720,78582220,1069866,1791214
16980,324499893,30059842,80359357,1061937,1757180
17000,325188858,30497309,78088554,1074678,1766069
17020,326064317,30361356,78880935,1052164,1774041
17040,325562089,31260939,78723973,1083361,1798149
17060,327938321,30719656,79359467,1080702,1772436
17080,330714479,30839966,80270961,1067753,1787325
17100,328184637,31375024,80762664,1079940,2230316
17120,332294912,30940208,80308799,1099893,1808182
17140,331809661,31488999,81987613,1175572,2199438
17160,332331034,31188014,79566879,1064011,1779317
17180,334850917,30958258,81478608,1075189,1785960
17200,334552110,30963355,83091493,1070919,1791044
17220,336284371,31033022,81072080,1080579,1785764
17240,337916611,31120092,80334407,1087509,1788412
17260,337612856,31301061,81273363,1086982,1790948
17280,335488360,31849431,81385243,1078032,1804045
17300,338759869,32184118,81135129,1090056,1792542
17320,338143199,31575545,81923569,1098135,1799643
17340,344205489,31343997,82688396,1074326,1792181
17360,337558688,31676239,82065594,1095258,1808600
17380,339170201,31728315,82156667,1076265,1802962
17400,339387783,31743617,81791042,1110268,1806336
17420,344966712,32009058,82918256,1083617,1798793
17440,341676420,32472310,83521548,1084797,1809751
17460,346561762,31892753,83796557,1106198,1805672
17480,342402757,32201645,83154944,1093567,1814880
17500,343956461,32328733,83541955,1092075,1816626
17520,349208314,32592247,83223181,1103237,1814591
17540,349610231,32893869,85519619,1091418,1824728
17560,346100655,32801014,84475120,1114744,1853199
17580,348755755,33112608,85856947,1100713,1856200
17600,352439281,32697085,85213262,1112855,1822170
17620,351589312,32574216,85769069,1107187,1825222
17640,355078369,32676721,84182620,1102632,1833591
17660,352229973,32572839,84196355,1112605,1828832
17680,353418326,32911177,84903100,1103814,1831167
17700,359160783,33269223,85481569,1107679,2279607
17720,355197432,33304016,85402275,1093763,1849579
17740,353741298,32927629,86130650,1104082,1838870
17760,357308145,33032756,85279706,1127441,1847826
17780,357250929,33276212,86931771,1117539,1840510
17800,360047318,33308651,86049508,1119150,1865599
17820,360615516,33292208,86628474,1121615,1848189
17840,358895422,34011701,86905551,1130318,1850659
17860,362338996,33691984,88078439,1137321,1850143
17880,364168259,33511915,86472973,1144362,1859222
17900,363777165,33669979,86545723,1111959,1850673
17920,362539595,34791315,86932678,1126332,1857276
17940,365504736,34531172,87943844,1290518,2109405
17960,366513140,34533750,87503161,1129787,1858915
17980,366170595,34098159,87818180,1109548,1859724
18000,367500781,34016051,88802097,1119971,2299941
18020,368683194,34353588,90536573,1131956,1868087
18040,369876381,34346544,90747054,1143466,1877142
18060,367930509,34594756,88557654,1128565,1883618
18080,370180294,34856480,88880440,1149185,1874228
18100,373219291,34628506,90709388,1147086,1885248
18120,371943068,34332024,89437521,1125975,1879599
18140,373457994,34972009,89962591,1137134,1891642
18160,372979342,34680618,90918615,1136312,1883961
18180,375491551,34502761,90967916,1122537,1910454
18200,374995398,34886612,91385885,1134424,1884490
18220,375643453,35385811,90859898,1147299,1891516
18240,377909871,34966100,90507301,1141910,1888256
18260,379267775,35191406,91211306,1135508,1895545
18280,376876771,36397559,95031570,1134627,1897314
18300,390657490,35561628,91992655,1142855,2043608
18320,398584650,36055601,95775659,1154240,1935853
18340,399635638,40945773,100653550,1401701,2064565
18360,410439126,39801144,100799619,1155443,1923798
18380,382459417,35488514,91203192,1144825,1927289
18400,382796493,35547207,91475175,1141780,1895984
18420,385292956,36074419,92000163,1166469,1902453
18440,385551788,36452269,93999327,1168474,1922665
18460,385303896,36246879,93463916,1167804,1909415
18480,396380708,37929225,97286719,1220631,1996310
18500,409711752,55297469,102090655,1444263,3204120
18520,401834268,36197803,93927557,1148587,1939233
18540,390589073,35908470,93823964,1180762,1920787
18560,391690368,36415031,94861091,1159147,1918872
18580,391747654,37066746,96323221,1177660,1930184
18600,427270556,46436706,96831635,1177186,1926517
18620,451448611,36527955,96899191,1413753,2093537
18640,417295274,36860938,93743935,1186873,1940420
18660,416381158,60907309,134529428,1299582,2598364
18680,410961282,36557901,100666577,1334123,2445057
18700,438326662,38904651,108598146,1189101,2840803
18720,424459265,47256096,99424778,1228118,1992598
18740,400228357,44748530,104774360,1195785,1956242
18760,401245473,36710182,96042580,1165025,1954410
18780,400282379,36715034,96871269,1194155,1954247
18800,397219465,37376828,96041989,1188592,1978401
18820,401746816,37197585,96636580,1194093,1978669
18840,403554377,37470661,96103794,1191367,2528620
18860,427754609,40101374,103946698,1403700,2865761
18880,420224064,39740348,101237184,1367135,2178669
18900,440804183,38300018,99083044,1235352,1964923
18920,419179695,40092819,101457095,1177784,1973694
18940,438818085,45434583,103858466,1354553,1968942
18960,428081178,39522525,99929738,1216266,2049602
18980,434505543,37937349,106408177,1239991,2155552
19000,431656189,38979701,99337547,1223221,1999388
19020,432025883,38248471,99982156,1206284,2381541
19040,437623444,38817636,101507334,1225350,2018631
19060,444622094,41583064,107192972,1200060,1984511
19080,436394253,38693570,100708769,1397954,2056353
19100,425937217,39222137,101663735,1220639,1998556
19120,420742489,39000526,100770975,1326242,2451894
19140,422758866,39147316,101192470,1198982,2010184
19160,423220898,39137712,103675307,1220488,2017203
19180,441905053,39583132,107982113,1211928,2046572
19200,454586556,44029382,108759610,1224687,2005470
19220,446409339,40348784,108226600,1757351,2865917
19240,442613791,40626097,106578600,1216150,2012473
19260,425891914,39429570,106436841,1205655,2054077
19280,446948434,39374132,104457317,1639941,2019506
19300,439277873,40885816,102960562,1229082,2025077
19320,430142136,39789910,102460909,1211679,2159141
19340,437854944,40372916,101707107,1211897,2019720
19360,427733362,39664170,102502244,1226450,2023178
19380,448879324,43576718,107384756,1223480,2474202
19400,455170821,41365386,111308695,1216420,2069847
19420,452926097,42454928,106889972,1215325,2031897
19440,468021913,40346762,109208891,1329179,2032746
19460,447548043,41552583,105744691,1248439,2053074
19480,454397719,41194615,106462442,1238851,2234159
19500,452269572,41044267,105621884,1246498,2041609
19520,466950848,45839812,106761915,1228553,2063052
19540,466529384,41020280,105591256,1234919,2048806
19560,470305908,42002963,132699259,1236038,2069478
19580,506079138,53793793,127204685,1948691,2999251
19600,465642037,41889107,106103240,1242407,2073564
19620,484800064,42292547,116099298,1269914,2318190
19640,457100180,50293298,115004313,1239042,2188122
19660,461412387,42661861,109143140,1426059,2658502
19680,492042013,45244681,111079381,1251078,2629966
19700,467585537,59643116,145155090,1319394,2689310
19720,476094306,41783599,109837544,1396524,2268866
19740,493125196,46638654,113961384,1262578,2100889
19760,456191964,41578019,107243229,1245339,2205902
19780,450355336,41744651,106954761,1334363,2071307
19800,449471605,41701256,110928353,1242097,2133165
19820,463016331,52526046,118005737,1352894,2927578
19840,492139800,43206377,112976092,1253850,2079177
19860,504674272,60221232,148739166,1374585,2168629
19880,512901063,45010140,120821758,1261691,2126270
19900,477395088,41761253,110213933,1292519,2103463
19920,463774178,46129693,121272799,1273988,2728686
19940,463246322,42225738,107556309,1279435,2093317
19960,464890148,44811753,109414681,1255287,2081894
19980,509426172,47758925,119611670,1254164,2085845
20000,493016242,44015589,116847540,1413534,2092563
20020,474194418,42204180,110098172,1305588,2100034
20040,458794092,42747568,110042699,1318284,2105640
20060,478369804,42739996,110154670,1263819,2101502
20080,460746126,46230301,154489693,2075063,2234372
20100,540329359,54822181,133118860,1417889,3372308
20120,519312290,44618139,114510847,1405358,2104189
20140,486542041,45541575,112037680,1263360,2103247
20160,484042006,62258562,178519919,1813538,5766508
20180,555824706,47608927,131756752,1297364,2828058
20200,549906611,44956572,113852554,1476807,2130703
20220,485848923,43108514,112810800,1287725,2118462
20240,495702328,46158338,117119248,1644525,2412487
20260,497118516,46160302,117772843,1295787,2115667
20280,488720511,46539173,111991104,1291492,2123388
20300,469015962,43858575,112930425,1276632,2162506
20320,472763057,44253363,117331065,1269364,2265646
20340,498732034,46707224,118090698,1305140,2128756
20360,503979824,44154974,112884103,1338026,2121772
20380,482232600,43774565,113185224,1291804,2150494
20400,509315926,50092630,118813845,1287176,2133398
20420,496974019,45350650,118974944,1283265,2589462
20440,506307684,48592164,117702113,1373826,2199853
20460,504457828,49394450,124455576,1426895,2320742
20480,495849368,45968082,124159376,1635941,2517074
20500,522987611,45927504,119732798,1332222,2705170
20520,499630126,53122663,118765003,1291247,2167735
20540,495246404,45119035,117578172,1316667,2154482
20560,490736353,46821471,116044950,1282729,2179301
20580,499871979,47365851,118163807,1351919,2155029
20600,510146872,45087297,120960345,1808093,2219022
20620,505609180,55300269,138988816,1311375,2157779
20640,488930721,46030349,137733479,1333190,2719253
20660,530242874,46581327,124420031,1333160,2163946
20680,497091511,45358185,116015721,1330972,2554930
20700,524883482,47683295,130548383,1364225,2177869
20720,550589993,66159087,142823920,1669640,2638864
20740,518610286,57141163,126543274,1760769,3154919
20760,540330021,49603006,161224791,1367699,2744853
20780,545012995,49372825,120905350,1344516,2445148
20800,541622146,57439698,182125218,1859668,3856906
20820,698790067,61110939,120702075,1312918,2190897
20840,576855922,46429718,119459926,1339310,2240193
20860,514040309,51803995,145003289,1573439,2744214
20880,641473859,65374421,142976528,1734302,2584711
20900,701530185,52069219,163865702,1851364,2768917
20920,534971061,55650282,133350416,1438745,2763568
20940,552951190,48294528,120458926,1350386,2199088
20960,508950988,48609075,120448137,1322765,2223498
20980,534001429,46948227,120353858,1341148,2208654
21000,504926658,46803254,120057389,1349483,2214575
21020,506075095,46468192,119760154,1340498,2297480
21040,506591278,46906693,122364117,1359775,2214568
21060,510108327,47114963,121418448,1350267,2224638
21080,506306450,46962860,120825866,1372811,2340136
21100,512265171,46990961,134427040,1415500,2878309
21120,559577819,48061368,132557135,2026076,2491077
21140,532420243,47157553,123537942,1366195,2299551
21160,575331391,54443302,132682050,1358916,2906856
21180,519846645,49627334,126300874,1349082,2234504
21200,519005248,47986896,132572726,1445753,2545087
21220,547906699,51877175,137756220,1386035,2241951
21240,540185366,49819663,124639807,1347175,2332657
21260,546142675,68674756,166207421,1546694,2440660
21280,673298283,88760065,187219474,6510994,2760513
21300,678444908,54570843,169955302,1421930,2500038
21320,612902728,50170767,156340782,1367384,2264388
21340,566854731,54121218,138449323,1670322,2312978
21360,571364050,52263916,132731588,1453351,2307521
21380,536266947,50138465,127604677,1371802,2282263
21400,623584545,62245616,174384091,1557325,2321257
21420,549226574,49729999,124070528,1374396,2270094
21440,526727509,48966190,126466778,1373717,2276803
21460,543395034,55850684,137992830,1388971,2309686
21480,564790797,49561955,131749537,1371749,2388093
21500,551623223,48517012,125174625,1391043,2296154
21520,529515918,48976122,127095649,1393301,2334843
21540,575430354,79247305,157437827,1569669,3422502
21560,624113308,77994986,146887748,1484273,2614247
21580,540310224,49036875,126303694,1354700,2285146
21600,537296535,49202326,126058540,1351033,2288896
21620,537829658,51380617,130000984,1373853,2322232
21640,540061301,50189155,127619009,1400399,2727171
21660,541342080,50187942,127878851,1377934,2291835
21680,541461283,49931466,128932005,1381630,2324941
21700,544650504,50341171,127860099,1379876,2317329
21720,547411123,49839045,128868424,1366384,2300799
21740,546531895,49891235,129476590,1384513,2315498
21760,547720353,55235759,138955529,1410623,2324162
21780,555593622,50074003,141028147,1542095,2913898
21800,571583125,53316418,144344147,1546303,2563500
21820,590049568,56454756,142034578,1449782,2316987
21840,583485515,51169124,146878309,1878863,3483386
21860,644078075,51900507,133940413,1471563,2583790
21880,570350019,57874176,146009854,1703434,2804290
21900,582857040,51874967,131789593,1426801,2394585
21920,555205746,51373648,130499226,1416536,2346043
21940,557795359,51441274,131814695,1374754,2339235
21960,558228269,57272412,139717339,1421109,2399824
21980,598510097,52310704,147262838,1466203,2766834
22000,574709558,51132255,131077811,1392567,2334182
22020,553936518,50854239,131486084,1410047,2338076
22040,651626441,62072940,162350501,1466743,3129139
22060,637700780,52257171,134835936,1411980,2340235
22080,560719043,50954075,132677061,1417813,2367216
22100,587915947,53620533,138192306,1548008,2733553
22120,597641623,55125359,156513058,1405108,3153819
22140,612537059,53927601,147468391,1433769,2563195
22160,664208801,53852102,144115285,1643176,2352081
22180,615444407,52445337,146306337,1449813,2352433
22200,569112822,51700377,133408175,1420000,2360306
22220,603754666,80550897,153297722,1492491,3216809
22240,700436843,61884432,162297334,1437566,2489145
22260,606280448,56538260,140129431,1422418,2384342
22280,593736729,52637610,147663728,1427101,2358193
22300,592958036,54463840,134527803,1410198,2390309
22320,574336634,52874462,135248126,1431276,2361678
22340,571176814,52716632,135743697,1420544,2765880
22360,574040499,52243259,135974545,1439671,2368142
22380,586968037,52512267,136799299,1425542,2366557
22400,576334669,56127574,136175352,1440311,2378084
22420,581861938,52715716,138007288,1422229,2397098
22440,579238554,52686999,136536446,1484749,2402771
22460,585035618,52940104,137827049,1445068,2379939
22480,579120856,53380665,138236480,1444271,2421046
22500,581005305,53493277,138658528,1429537,2377699
22520,586923896,54392872,138038418,1440712,2394494
22540,585439098,54423007,139694817,1457688,2381785
22560,582962611,53971537,139090219,1448478,2402172
22580,588521293,53413108,137876899,1423891,2769063
22600,587595475,53806163,138578813,1454635,2399372
22620,591699436,54602735,140074615,1452138,2394420
22640,587375336,56931111,140252692,1434860,2432163
22660,591642909,54211327,140501301,1505461,2408814
22680,597559106,54874569,141048360,1443160,2406744
22700,593278784,53915277,142319767,1448241,2405728
22720,598230740,55093189,142295699,1496930,2410452
22740,594407501,54164759,140844358,1449942,2415026
22760,598048537,54724451,142330302,1495222,2431160
22780,596500919,54511413,140749151,1471292,2424238
22800,597325212,55512342,142981567,1431722,2849021
22820,599211782,54930729,140284394,1471496,2422622
22840,597342287,55251961,141401126,1457536,2426039
22860,600426606,55840399,142636499,1523518,2425176
22880,603719314,55176070,143541831,1476509,2447275
22900,599966797,55019636,141788226,1452407,2432395
22920,605086782,55279459,141971630,1450293,2448485
22940,607660498,55381197,142017292,1480891,2435584
22960,607898323,56111790,145454477,1485040,2443624
22980,608980574,55792500,143871598,1483781,2437900
23000,615791409,58483151,143286920,1471768,2463409
23020,604681968,56152321,143522932,1468322,2828305
23040,606853476,56260911,144194588,1472265,2453999
23060,606431669,55997128,143699669,1486321,2457853
23080,608965789,59345502,143788858,1469214,2451742
23100,610043298,56282571,143634048,1480006,2463725
23120,612041252,58561760,145392402,1495226,2471634
23140,616732632,57762119,144983462,1482227,2468481
23160,615652118,56507555,144987316,1472376,2468368
23180,616966322,55963590,146485996,1614174,2489003
23200,620924453,57969124,147698673,1495920,2476103
23220,619090120,56292872,146110124,1504232,2475271
23240,623090504,56872441,146807216,1476406,2910114
23260,621295652,57516344,146151943,1537749,2498106
23280,626293462,56894389,147853473,1659974,2670388
23300,629094081,57197017,147771298,1522151,2484844
23320,624126998,56949798,148368277,1518885,2511131
23340,625632540,56608926,148499090,1516220,2496842
23360,624366573,57344278,148069760,1496915,2495959
23380,624018954,57183774,148981786,1502033,2507365
23400,625019835,57472002,148015698,1504351,2499174
23420,630327704,57981953,148509475,1511314,2504982
23440,632834392,57608408,148233078,1512355,2503874
23460,631306745,57739532,148203991,1509857,2920858
23480,627631045,57648589,150058970,1496871,2529009
23500,635217129,57929446,148856988,1528536,2510160
23520,634206478,58175025,149603288,1494717,2512918
23540,653446306,60563628,165476760,1525738,2927130
23560,636281966,58011357,151508732,1501591,2507882
23580,642873466,58542622,151087906,1507042,2527238
23600,660904766,62826048,163366003,1607805,2589680
23620,676408348,59508197,151790003,1560065,2537159
23640,647459217,58345862,152278018,1524958,2531381
23660,641807997,58727300,151038336,1511702,2534155
23680,642215333,58759455,151263552,1563688,2958434
23700,647951251,60581134,153412353,1549054,2533468
23720,645915601,59287486,152952308,1497940,2592670
23740,647509357,59162992,152962544,1528630,2547374
23760,648736308,59487237,153960487,1537393,2544135
23780,645478636,61710908,154731138,1534129,2552868
23800,651161965,59769645,155246871,1520971,2585001
23820,647476598,59826451,154616100,1543499,2545496
23840,654961273,59813353,154575316,1539092,2551548
23860,649899142,59677320,155030330,1523226,2551998
23880,651511781,61097200,153498043,1542958,2558639
23900,665145097,60278677,156201027,1540994,3131215
23920,655681172,59898817,156750641,1525671,2560475
23940,656318234,59831241,154938927,1543762,2604338
23960,675312907,59808618,157415362,1694202,2640017
23980,668223304,60397258,158430417,1523219,2565787
24000,660271300,61004731,155470556,1532664,2567121
24020,662879730,62792532,157480733,1536128,2566718
24040,666299315,60896441,155837230,1541044,2573534
24060,664346182,63080733,157381690,1578790,2565963
24080,665742848,60729081,156516341,1553784,2568667
24100,667583648,60644409,157561380,1563847,3028794
24120,670468995,63600971,156725568,1528672,2576719
24140,692682192,62877474,162240593,1851403,2734050
24160,678603670,62009714,162355151,1568879,2642969
24180,678549313,61687378,160645317,1613337,2649949
24200,688667028,65291276,162862541,1580692,2579380
24220,683953642,63244208,159380734,1546925,2754820
24240,677776833,62531731,161515903,1568712,2585910
24260,677389224,61585622,163388305,2053241,2599949
24280,713176265,66395777,168919884,1564992,2602186
24300,701169334,62187570,164796066,1584564,2607466
24320,717851964,65626314,168067096,2820019,3211660
24340,714373451,67027700,167648404,1552765,2628191
24360,687553107,63582641,160556627,1552602,2620290
24380,697811840,63204644,165853535,1583555,2596502
24400,687004400,62425481,160244073,1568761,2598489
24420,683368812,62756100,161551604,1563807,2642973
24440,684671825,70392908,163206973,1565627,2632543
24460,705899699,67053394,164476601,1642921,3550375
24480,689282284,65111794,162861819,1575621,2615312
24500,700043793,63273585,162304894,1583022,2631379
24520,704001075,63532158,162515025,1544473,3077903
24540,695131076,67495853,165396174,1569173,3618732
24560,699386813,63537976,171213567,1577425,2624798
24580,703292277,66726173,165516838,1607491,2759935
24600,702334075,63588795,167520380,1790021,2663829
24620,701860784,64817168,163298148,1841890,2785400
24640,723603787,64691017,173815623,1598779,2639135
24660,710107491,64932192,164222603,1573825,2644654
24680,703831553,68459037,174629890,2026780,2651086
24700,732207177,64178282,173159783,1746811,4074529
24720,724743733,66758340,169394689,1577711,2652925
24740,723748626,65610917,167037163,1603130,3105274
24760,705752479,64124300,165591236,1564171,2655761
24780,711837875,66344197,168067656,1632497,2656422
24800,707494409,66551279,170454625,1609212,2695674
24820,709696461,64381077,166549502,1643503,2666690
24840,709072915,66447180,167648727,1619457,2665141
24860,714284918,65097099,167428145,1613976,2693855
24880,743957709,70422525,175667141,1640173,2685039
24900,734392651,65045634,168207590,1688648,2711440
24920,725794231,65990048,168932840,1613726,2690277
24940,719329306,68190596,174330858,1598535,3088094
24960,740402350,67294428,172227447,1602483,2734993
24980,721444399,66950702,171027216,1626618,2692079
25000,735555729,68302113,179714697,1644285,2698233
25020,736490601,68889816,170178339,1615184,2693277
25040,760901115,70756725,179402912,1612080,2693712
25060,740121758,66154945,169383054,1650821,2701304
25080,725126134,66121889,171471532,1607375,2705360
25100,722866467,65920885,172286501,1610166,2712335
25120,727393336,66201635,171415513,1648469,2714590
25140,729080826,66392385,171321537,1613564,3142209
25160,738723756,66576228,171444114,1630902,2725864
25180,730474004,66866336,171936859,1638844,2748821
25200,736084462,66899350,172490471,1645136,2747211
25220,732091918,68108010,172995322,1609996,2717322
25240,733765107,67242692,173669583,1659194,2761731
25260,738270932,66698692,172281518,1621509,2751737
25280,750578044,66967939,176603563,1814265,2777481
25300,742396060,70316163,174687787,1615537,2745198
25320,745901483,67985800,174335989,1642357,2748180
25340,741714977,67753037,173304197,1622100,3232663
25360,745137062,68331877,180012324,1640327,2748242
25380,765353138,69889710,178294508,1669502,2766170
25400,748449680,68690323,178884173,1640040,2755393
25420,751431111,67556195,179684703,1619126,2785953
25440,753601724,69049529,179402942,1665047,2764083
25460,750505814,68319814,191904765,1658640,2754518
25480,763883430,68600884,174900022,1652114,2760644
25500,755381101,71835194,178644515,1656386,2802939
25520,756711719,68130563,177871061,1639984,2771323
